word,video_url
farao,farao.mp4
farge 1,farge-1.mp4
farge 2,farge-2.mp4
farge 3,farge-3.mp4
fargeblyant,fargeblyant.mp4
fargesans,fargesans.mp4
farlig,farlig.mp4
farmor,farmor.mp4
Farris,farris.mp4
farsside,farsside.mp4
fart 1,fart-1.mp4
fart 2,fart-2.mp4
fartsbot,fartsbot.mp4
fasade 1,fasade.mp4
fasade 2,fasade-2.mp4
fascinerende,fascinerende.mp4
fasit 1,fasit.mp4
fasit 2,fasit-2.mp4
fasong,fasong.mp4
fast (holde fast),fast-holde-fast.mp4
faste (å faste),faste-aa-faste.mp4
faste konstanter,faste-konstanter.mp4
fastelavn,fastelavn.mp4
fastlege,fastlege.mp4
fastnøkkel,fastnoekkel.mp4
fat (tallerken),fat-tallerken.mp4
fat (vaskefat),fat-vaskefat.mp4
fat: lite fat,fat-lite-fat.mp4
fat: stort fat,fat-stort-fat.mp4
fatle,fatle.mp4
fattig,fattig.mp4
fattigdom,fattigdom.mp4
Fauske,fauske.mp4
favoritt 1,favoritt.mp4
favoritt 2,favoritt-2.mp4
fæl/-t,fael-t.mp4
Færøyene,faeroeyene.mp4
fe (eventyrskikkelse),fe.mp4
features,features.mp4
feber 1,feber-1.mp4
feber 2,feber-2.mp4
feberkurve,feberkurve.mp4
februar 1,februar-1.mp4
februar 2,februar-2.mp4
fedme,fedme.mp4
fedreland,fedreland.mp4
feie (koste),feie-koste.mp4
feier (en feier),feier-en-feier.mp4
feig,feig-1.mp4
feil,feil.mp4
feinsag,feinsag.mp4
feire 1,feire.mp4
feire 2,feire-2.mp4
felg,felg.mp4
felle (musefelle),felle-musefelle.mp4
felles 1,felles-1.mp4
felles 2,felles-2.mp4
felles 3,felles-3.mp4
felles 4,felles-4.mp4
fellesstart,fellesstart.mp4
fem,fem.mp4
feminin,feminin.mp4
femmannslag,femmannslag.mp4
femten(de),femten-de.mp4
fengsel,fengsel.mp4
fengselsstraff,fengselsstraff.mp4
ferdig 1,ferdig.mp4
ferdig 2,ferdig-2.mp4
ferie 1,ferie-1.mp4
ferie 2,ferie-2.mp4
ferje,ferje.mp4
fersk,fersk.mp4
ferskvare,ferskvare.mp4
fest,fest.mp4
feste (gjøre fast),feste.mp4
festival,festival.mp4
festkjole,festkjole.mp4
Festningen 1,festningen-1.mp4
Festningen 2,festningen-2.mp4
fet (tykk),fet-tykk.mp4
fett,fett.mp4
fetter,fetter.mp4
fettsyre,fettsyre.mp4
fiasko,fiasko.mp4
fiber,fiber.mp4
fiberkabel,fiberkabel-2.mp4
fiende,fiende.mp4
figur,figur.mp4
fike (ørefik) 1,fike-oerefik-1.mp4
fike (ørefik) 2,fike-oerefik-2.mp4
fil,fil-1.mp4
fil (verktøy),fil.mp4
filet,filet.mp4
filetering (fisk),filetering-fisk.mp4
fileteringskniv,fileteringskniv.mp4
Filippinene 1,filippinene-1.mp4
Filippinene 2,filippinene-2.mp4
film 1,film-1.mp4
film 2,film-2.mp4
filme 1,filme-1.mp4
filme 2,filming-1.mp4
filmprosjektor,filmprosjektor.mp4
filosof,filosof.mp4
filosofi,filosofi.mp4
filter,filter.mp4
fin/fint 1,fin-fint-1.mp4
fin/fint 2,fin-fint-2.mp4
finale,finale.mp4
finans,finans.mp4
finansiere/-ing,finansiere-ing.mp4
finger,finger.mp4
fingerpropp (bowling),fingerpropp.mp4
Finland,finland.mp4
finne 1,finne-1.mp4
finne 2,finne-2.mp4
finne på 1,finne-paa.mp4
finne på 2,finne-paa-2.mp4
finnes 1,finnes.mp4
finnes 2,finnes-2.mp4
finnes 3,finnes-3.mp4
Finnmark,finnmark.mp4
finsk,finsk.mp4
finte 1,finte-1.mp4
finte 2,finte-2.mp4
fiolett,fiolett.mp4
fiolin,fiolin.mp4
fire,fire.mp4
Firefox (nettleser) 1,firefox-1.mp4
Firefox (nettleser) 2,firefox-2.mp4
firehjulsdrift,firhjulsdrift.mp4
firkant,firkantet.mp4
firkløver 1,firkloever-1.mp4
firkløver 2,firkloever-2.mp4
firma,firma.mp4
firma 2,firma-2.mp4
firmenning,firmenning.mp4
fisk,fisk.mp4
fiske,fiske-r.mp4
fiskeboller,fiskeboller.mp4
fiskefilet,fiskefilet.mp4
fiskegarn,fiskegarn.mp4
fiskekaker,fiskekaker.mp4
fiskekniv,fiskekniv.mp4
fiskemel,fiskemel.mp4
fiskepudding,fiskepudding.mp4
fisker svømmer,fisker-svoemmer.mp4
fiskestang,fiskestang.mp4
fiskesuppe,fiskesuppe.mp4
fjær (på fugl),fjaer-paa-fugl.mp4
fjær (spiral),fjaer-spiral.mp4
fjærball (badminton),fjaerball-badminton.mp4
fjell,fjell.mp4
fjellgeit,fjellgeit.mp4
fjerde (ordenstall),fjerde-ordenstall.mp4
fjerde: for det fjerde,fjerde-for-det-fjerde.mp4
fjerne (ta vekk),fjerne-ta-vekk.mp4
fjernsyn,fjernsyn.mp4
fjes,fjes.mp4
fjols,fjols.mp4
fjord,fjord.mp4
fjøl,fjol.mp4
flagell,flagell-1.mp4
flagg,flagg.mp4
flagg 2,flagg-2.mp4
flaggermus,flaggermus.mp4
flaks,flaks.mp4
flamme,flamme.mp4
flanke,flanke.mp4
Flash (programvare),flash-programvare.mp4
flaske,flaske.mp4
flaskeåpner,flaskeaapner.mp4
flat,flat-3.mp4
flat/flatt,flat-flatt.mp4
flatbiff,flatbiff.mp4
flatbrød 1,flatbrod-1.mp4
flatbrød 2,flatbrod-2.mp4
flatfil,flatfil.mp4
flau,flau.mp4
flekk,flekk.mp4
flere 1,flere-1.mp4
flere 2,flere-2.mp4
flere kommer til et sted,flere-kommer-til-et-sted.mp4
flertall,flertall.mp4
flerumettet (fettsyre),flerumettet-fettsyre.mp4
flesk,flesk.mp4
flest 1,flest.mp4
flest 2,flest-2.mp4
flette (håret),flette-haaret.mp4
flette (kurv),flette-kurv.mp4
flink,flink.mp4
flis 1,flis.mp4
flis 2,alpha.mp4
flodhest,flodhest.mp4
flokk,flokk.mp4
flom,flom.mp4
flott,flott.mp4
flørte,floerte.mp4
fløte,floete.mp4
fløtegratinert,floetegratinert.mp4
Fløyen (Fløibanen i Bergen),floeyen.mp4
fløyte,floeyte.mp4
fløyte (dommerfløyte),floeyte-dommerfloeyte.mp4
flue,flue.mp4
fluor,fluor.mp4
fly (fugl/insekt),fly-fugl-insekt.mp4
fly 1,fly-med-fly.mp4
fly 2,fly-2.mp4
flyer,flyer.mp4
flykte,flykte-roemme.mp4
flyndre,flyndre.mp4
flyplass,flyplass.mp4
flyt,flyt.mp4
flyte,flyte.mp4
flytende,flytende.mp4
flytte (liten ting),flytte-liten-ting.mp4
flytte 1,flytte-1.mp4
flytte 2,flytte-2.mp4
flytte flat gjenstand,flytte-flat-gjenstand.mp4
flyver (håndball),flyver.mp4
fobi,-fobi.mp4
fogd,fogd.mp4
fokus,fokus.mp4
folde (hendene),folde-hendene.mp4
folk 1,folk.mp4
folk 2,folk-2.mp4
folkehøyskole,folkehoeyskole.mp4
folkeskikk,folkeskikk.mp4
folkeslag,folkeslag.mp4
folketrygd,folketrygd.mp4
fond,fond.mp4
font 1,font-2.mp4
font 2,font.mp4
fontene,fontene.mp4
for,for.mp4
for det andre 1,andre-for-det-andre-1.mp4
for det andre 2,andre-for-det-andre-2.mp4
for det fjerde,fjerde-for-det-fjerde.mp4
for det første 1,for-det-foerste-1.mp4
for det første 2,for-det-foerste-2.mp4
for det tredje,for-det-tredje.mp4
foran,foran.mp4
foran (gå foran),foran-gaa-foran.mp4
forandre 1,forandre-1.mp4
forandre 2,forandre-2.mp4
forarbeid,forarbeid.mp4
forbannelse,forbannelse.mp4
forbannet,forbannet.mp4
forbauset,forbauset.mp4
forbedre,forbedre.mp4
forberede 1,forberede-1.mp4
forberede 2,forberede-2.mp4
forbilde,forbilde.mp4
forbindelse 1,forbindelse-2.mp4
forbindelse 2,forbindelse.mp4
forbinding (bandasje),forbinding-bandasje.mp4
forbokstav,forbokstav.mp4
forbruker,forbruker.mp4
forbryter,forbryter.mp4
forbudt 1,forbudt.mp4
forbudt 2,forbudt-2.mp4
forbund,forbund.mp4
Ford,ford-bilmerke.mp4
fordel 1,fordel-1.mp4
fordel 2,fordel-2.mp4
fordel 3,fordel-3.mp4
fordele,fordele.mp4
fordi 1,fordi-1.mp4
fordi 2,fordi-2.mp4
fordom,fordom.mp4
fordøye/-lse,fordoeye-lse.mp4
fordøyelse 1,fordoeyelse-1.mp4
fordøyelse 2,fordoeyelse-2.mp4
fordøyelsessystem,fordoyelsessystem.mp4
forebygge,forebygge.mp4
foredrag,foredrag.mp4
forehand,forehand.mp4
foreldre 1,foreldre-1.mp4
foreldre 2,foreldre-2.mp4
foreløpig,foreloepig.mp4
forelsket,forelsket.mp4
forening 1,forening-1.mp4
forening 2,forening-2.mp4
forestille,forestille.mp4
forestilling (teater/kino),forestilling-teater-kino.mp4
foretrekke,foretrekke.mp4
forfall,forfall.mp4
forfatter,forfatter.mp4
forfengelig/-het,forfengelig-het.mp4
forferdelig,forferdelig.mp4
forflytte,forflytte.mp4
forfølge,forfoelge.mp4
forføre (seksuelt),forfoere-seksuelt.mp4
forfrosning,forfrosning.mp4
forgifte/-ning,forgifte.mp4
forhandle,forhandle.mp4
forhindre/-ing,forhindre-ing.mp4
forhjulsdrift,forhjulsdrift.mp4
forhold,forhold.mp4
forhør,forhoer.mp4
forhøre,forhoere.mp4
forhøye/-else,forhoeye-else.mp4
foring (byggfag),foring.mp4
forkaste,forkaste.mp4
forkjølet/forkjølelse 1,forkjoelet-forkjoelelse.mp4
forkjølet/forkjølelse 2,forkjoelet.mp4
forklare 1,forklare.mp4
forklare 2,forklare-2.mp4
forklaring,forklaring.mp4
forkle 1,forkle.mp4
forkle 2,forkle-2.mp4
forkorte/-lse 1,forkorte-lse-1.mp4
forkorte/-lse 2,forkorte-lse-2.mp4
forkortet brøk,forkortet-broek.mp4
forkynne (melde),forkynne-melde.mp4
forkynne (rel.),forkynne-rel.mp4
forlange,forlange.mp4
forlate (dra),forlate-dra.mp4
forlate (tilgi),forlate-tilgi.mp4
forlenge,forlenge.mp4
forlik,forlik.mp4
forliksråd,forliksraad.mp4
forlis,forlis.mp4
forlovet,forlovet.mp4
form (fasong),form-fasong.mp4
form (fysisk),form-fysisk.mp4
form: firkantet 1,form-firkantet-1.mp4
form: firkantet 2,form-firkantet-2.mp4
form: firkantet 3,form-firkantet-3.mp4
form: firkantet 4,form-firkantet-4.mp4
"form: flat, rund, liten",fat-lite-fat.mp4
"form: flat, rund, stor",fat-stort-fat.mp4
"form: horisontal, kort",blyant-liten.mp4
"form: horisontal, lang",form-horisontal-lang.mp4
form: rørformet og krum,form-roerformet-og-krum.mp4
"form: vertikal, kort",form-vertikal-kort.mp4
"form: vertikal, lang",form-vertikal-lang.mp4
formål,formaal.mp4
formane/-ing,formane-ing.mp4
formann (org.),formann-org.mp4
formann (på arb.plass o.l.),formann-paa-arbplass-ol.mp4
formasjon,formasjon.mp4
format 1,format.mp4
format 2,format-2.mp4
formatere (dokument),formatere-dokument.mp4
formel,formel.mp4
formell 1,formell-1.mp4
formell 2,formell-2.mp4
formering,formering.mp4
formiddag,formiddag.mp4
formidle,formidle.mp4
formue,formue.mp4
fornærmet/fornærmelse,fornaermet-fornaermelse.mp4
fornøyd,fornoeyd.mp4
fornøyelse,fornoeyelse.mp4
fornuftig,fornuftig.mp4
fornybar,fornybar.mp4
forplante,forplante.mp4
forpliktelse,forpliktelse.mp4
forpliktet,forpliktet.mp4
forråde,forraade.mp4
forræde,forraede.mp4
forretning,forretning.mp4
forrige (forrige gang),forrige-forrige-gang.mp4
forsamling 1,forsamling.mp4
forsamling 2,forsamling-2.mp4
forsett,forsett.mp4
forsikre 1,forsikre-1.mp4
forsikre 2,forsikre-2.mp4
forsikre 3,forsikre-3.mp4
forsikring,forsikring.mp4
forsikringspolise,forsikringspolise.mp4
forsiktig,forsiktig.mp4
forsinket,forsinket.mp4
forske,forske.mp4
forskjell,forskjell.mp4
forskjellig 1,forskjellig.mp4
forskjellig 2,ulik-forskjellig.mp4
forskjellig: flere forskjellige,forskjellig-flere-forskjellige.mp4
forskjellig: mange varianter,forskjellig-mange-varianter.mp4
forskning,forskning.mp4
forskrekket,forskrekket.mp4
forskrift 1,forskrift-1.mp4
forskrift 2,forskrift-2.mp4
forskudd,forskudd.mp4
forslag,forslag.mp4
forsone (om mennesker),forsone-om-mennesker.mp4
forsøk,forsoek.mp4
forsørge,forsoerge.mp4
forståelse,forstaaelse.mp4
forstand,forstand.mp4
forstår,forstaar.mp4
forstår ikke 1,forstaar-ikke.mp4
forstår ikke 2,forstaar-ikke2.mp4
forsterker 1,forsterker.mp4
forsterker 2,forsterker-2.mp4
forstørre,forstoerre.mp4
forstørrelsesglass,alpha.mp4
forstøverapparat,forstoeverapparat-2.mp4
forstyrre/-lse,forstyrre-lse.mp4
forsvar 1,forsvar.mp4
forsvar 2,forsvar-2.mp4
forsvare,forsvare.mp4
forsvarer,forsvarer.mp4
forsvarsadvokat,forsvarsadvokat.mp4
forsvarsløs,forsvarsloes.mp4
forsvinne 1,forsvinne-1.mp4
forsvinne 2,forsvinne-2.mp4
fort,fort.mp4
fortann,fortann.mp4
fortau,fortau-entall.mp4
fortegnelse,fortegnelse.mp4
fortelle 1,fortelle-1.mp4
fortelle 2,fortelle.mp4
fortellerteknikk,fortellerteknikk.mp4
fortelling,fortelling.mp4
fortid 1,fortid-1.mp4
fortid 2,fortid-2.mp4
fortjeneste,fortjeneste.mp4
fortsette,fortsette.mp4
fortsette/-lse,fortsette-lse.mp4
fortvilet/fortvilelse,fortvilet-fortvilelse.mp4
forundret,forundret.mp4
forurense/-ning,forurensning.mp4
forvaltningsorgan,forvaltningsorgan.mp4
forvaltningsrett,forvaltningsrett.mp4
forvandle 1,forvandle-1.mp4
forvandle 2,forvandle-2.mp4
forvirring,forvirring.mp4
foss,foss.mp4
foster 1,foster.mp4
foster 2,foster-2.mp4
foster 3,foster-3.mp4
foster 4,foster-4.mp4
fosterhjem,fosterhjem.mp4
fostermor,fostermor.mp4
fot 1,fot-1.mp4
fot 2,fot-2.mp4
fotball 1,fotball.mp4
fotball 2,fotball-1.mp4
fotballbane,fotballbane.mp4
fotballkamp,fotballkamp.mp4
fotballsko,fotballsko.mp4
fotballspiller,fotballspiller.mp4
fotfeil,fotfeil.mp4
fotgjengerfelt,fotgjengerfelt.mp4
fotlenke 1,fotlenke-1.mp4
fotlenke 2,fotlenke-2.mp4
fotlist,fotlist.mp4
foto,fotografere-1.mp4
fotoapparat,fotoapparat.mp4
fotografere,fotografere.mp4
fotosyntese 1,fotosyntese-1.mp4
fotosyntese 2,fotosyntese-2.mp4
fødselsdag,foedselsdag.mp4
fødselspsykose,foedselspsykose.mp4
født,foedt.mp4
føflekk,foflekk-1.mp4
føle,foele.mp4
følelse,foelelse.mp4
følge 1,foelge.mp4
følge 2,folge-2.mp4
følge 3,foelge-3.mp4
følge etter,foelge-etter.mp4
følge med,foelge-med.mp4
følge opp,foelge-opp.mp4
føll,foell.mp4
følsom,foelsom.mp4
før 1,foer-1.mp4
før 2,foer-2.mp4
før 3,foer-3.mp4
føre (lede),foere-lede.mp4
føre (skrive),foere-skrive.mp4
føre opp,foere-opp.mp4
førerkort,foererkort.mp4
førskole,foerskole.mp4
først,foerst.mp4
første (1.),foerste-1.mp4
første: for det første 1,for-det-foerste-1.mp4
første: for det første 2,for-det-foerste-2.mp4
første: for det første 3,foerste-for-det-foerste-3.mp4
førstehjelp,forstehjelp.mp4
førstehjelpskurs,forstehjelpskurs.mp4
føtter,foetter.mp4
fra,fra.mp4
fradrag (entall),fradrag-entall.mp4
frakk,frakk.mp4
frakte,frakte.mp4
fram (til),fram-til.mp4
fram og tilbake,gaa-frem-tilbake.mp4
framgang,framgang.mp4
framheve,framheve.mp4
framover,framover.mp4
framtid,framtid.mp4
Frank 1,frank.mp4
Frank 2,frank-2.mp4
Frankfurt,frankfurt.mp4
Frankrike 1,frankrike-1.mp4
Frankrike 2,frankrike-2.mp4
Frankrike 3,frankrike-3.mp4
fransk,fransk.mp4
frata,frata.mp4
fravær 1,fravaer-1.mp4
fravær 2,fravaer-2.mp4
fred/-et,fred-et.mp4
fredag,fredag.mp4
Fredrik,fredrik.mp4
fregatt,fregatt.mp4
fregner,fregner.mp4
frekk,frekk.mp4
frekvens,frekvens-1.mp4
frelse/frelst,frelse-frelst.mp4
Frelsesarmeen 1,Frelsesarmeen-1.mp4
Frelsesarmeen 2,Frelsesarmeen-2.mp4
Frelsesarmeen 3,frelsesarmeen-3.mp4
fremdeles,fremdeles.mp4
fremgang,fremgang.mp4
fremgangsmåte,fremgangsmaate.mp4
fremlegg,fremlegg.mp4
fremmed,fremmed.mp4
Fremskrittspartiet 1,fremskittspartiet-1.mp4
Fremskrittspartiet 2,fremskrittspartiet-2.mp4
fri (frieri),fri-ekteskap.mp4
fri 1,fri-2.mp4
fri 2,fri-1.mp4
fri rettshjelp,fri-rettshjelp.mp4
frigjøring,frigjoering.mp4
frihet,frihet.mp4
friidrett,friidrett.mp4
frikast,frikast.mp4
friksjon,friksjon.mp4
frilans,frilans.mp4
friluftsliv,friluftsliv.mp4
frimerke,frimerke.mp4
friminutt 1,friminutt.mp4
friminutt 2,friminutt-1.mp4
frisbee,frisbee.mp4
frisk,frisk-fysisk.mp4
frisør,frisoer.mp4
frispark,frispark.mp4
frist (tidsfrist),frist-tidsfrist.mp4
friste,friste-lse.mp4
fristil 1,fristil-1.mp4
fristil 2,fristil-2.mp4
frisyre,frisyre.mp4
fritid,fritid.mp4
fritidsproblem,fritidsproblem.mp4
frityr 1,frityr.mp4
frityr 2,frityr-1.mp4
Fritz Moen,frizt-moen.mp4
frivillig 1,frivillig.mp4
frivillig 2,frivillig-2.mp4
Frode,frode.mp4
frog (videochat),frog.mp4
frokost,frokost.mp4
frokosttallerken,frokosttallerken.mp4
frosk,frosk.mp4
froskeskudd,froskeskudd.mp4
frost,frost.mp4
frø 1,froe-1.mp4
frø 2,froe-2.mp4
frøken,froeken.mp4
frukt 1,frukt-1.mp4
frukt 2,frukt-2.mp4
frukt 3,frukt-3.mp4
fruktsalat,fruktsalat.mp4
frustrert 1,frustrert2.mp4
frustrert 2,frustrert1.mp4
fryktelig,fryktelig.mp4
fryse,fryse.mp4
fryseboks,fryseboks.mp4
frysninger,frysninger.mp4
fuge,fuge.mp4
fugl,fugl.mp4
fuglebur,fuglebur.mp4
fukt,fukt.mp4
fuktig,fuktig.mp4
fuktsperre,fuktsperre.mp4
full (beruset),full-beruset.mp4
full innsats,full-innsats.mp4
full/-t 1,full-t.mp4
full/-t 2,full.mp4
fullføre,fullfoere.mp4
fundamentalist,fundamentalist.mp4
fungere,fungere.mp4
funksjon (matematikk)1,funksjon-1.mp4
funksjon (matematikk)2,funksjon-2.mp4
funksjon (matematikk)3,funksjon-3.mp4
funksjon 1,funksjon-4.mp4
funksjon 2,funksjon-5.mp4
funksjonshemmet,funksjonshemmet.mp4
funn,funn.mp4
furte,furte.mp4
furu 1,furu.mp4
furu 2,furu-2.mp4
fusjon,fusjon.mp4
fuske,fuske.mp4
fy!,fy.mp4
fylke,fylke.mp4
fylle opp,fylle-opp.mp4
fylle ut,fylle-ut.mp4
fyllekjøre,fyllekjoere.mp4
fyr (fyrtårn),fyr-fyrtaarn.mp4
fyre (i ovn o.l.),fyre-i-ovn-ol.mp4
fyrstikk,fyrstikk.mp4
fyrstikker,fyrstikker.mp4
fyrverkeri,fyrverkeri.mp4
fysikk (fag),fysikk-fag.mp4
fysiologi,fysiologi.mp4
fysioterapeut,fysioterapeut.mp4
fysioterapi,fysioterapi.mp4
fysisk,fysisk.mp4
G,G.mp4
G (tohåndsalfabetet),G-2.mp4
gå 1,gaa-1.mp4
gå 2,gaa-2.mp4
gå av 1,gaa-av-1.mp4
gå av 2,gaa-av-2.mp4
gå fra hverandre,skille-fra-hverandre-gaa-fra-hverandre.mp4
gå på rulleskøyter,gaa-paa-rulleskoeyter.mp4
gå på ski,gaa-paa-ski.mp4
gå ut,gaa-ut.mp4
gå: and eller gås går,and-gaar.mp4
gå: bukk går,gaabukk.mp4
gå: dra,gaa-dra.mp4
gå: en gruppe går,gaa-en-gruppe-gaar.mp4
gå: en person går,gaa-en-person-gaar.mp4
gå: en person vagger,gaa-en-person-vagger.mp4
gå: gå med høye hæler,gaa-gaa-med-hoeye-haeler.mp4
gå: labbe,gaa-labbe.mp4
gå: to personer går,gaa-to-personer-gaar.mp4
gaffel,gaffel.mp4
gal,gal.mp4
galakse,galakse.mp4
Gallaudet,gallaudet.mp4
galleblære,galleblaere-1.mp4
galning,galning.mp4
galoppere,galoppere.mp4
galskap,galskap.mp4
galt,galt.mp4
galvanisert,galvanisert-1.mp4
Gambia 1,gambia-1.mp4
Gambia 2,gambia-2.mp4
gammel,gammel.mp4
gammeldags/gamle dager,gammeldags-gamle-dager.mp4
Ganesha (hinduismen),ganesha-hinduismen.mp4
gang (første gang) 1,gang-foerste-gang-1.mp4
gang (første gang) 2,gang-foerste-gang-2.mp4
gang (korridor),gang-korridor.mp4
Ganges (hellig elv i India),ganges-elv-1.mp4
ganget med (.) (matte),ganget-med-matte.mp4
ganget med (x) (matte),ganget-med-x-matte.mp4
gangetabell,gangetabell.mp4
gangfelt,gangfelt.mp4
ganske,ganske.mp4
gape,gape.mp4
Går det bra med deg?,gaar-det-bra-med-deg.mp4
garantere,garantere.mp4
garanti,garanti.mp4
garasje,garasje.mp4
garasjeport,garasjeport-1.mp4
garasjeport (dobbel),garasjeport-dobbel.mp4
garasjeport (enkel),enkel-garasjeport-1.mp4
gård (bondegård),gaard-bondegaard.mp4
Gardermoen,gardermoen.mp4
garderobe,garderobe.mp4
gardin,gardin.mp4
gardintrapp 1,gardintrapp-2.mp4
gardintrapp 2,gardintrapp-3.mp4
gardintrapp 3,gardintrapp-1.mp4
gardist,gardist.mp4
garn (nett),garn-nett.mp4
garn (tråd),garn-traad.mp4
garnfiske,garnfiske.mp4
gås 1,gaas-1.mp4
gås 2,gaas-2.mp4
gås går,and-gaar.mp4
gås pikker med nebbet,gaas-pikker-med-nebbet.mp4
gås spiser,gaas-spiser.mp4
gås: gjess hveser,gaas-gjess-hveser.mp4
gåsehud,frysninger.mp4
gass 1,gass.mp4
gass 2,gass-2.mp4
gassflamme,gassflamme.mp4
gassflaske,gassflaske.mp4
gåsunge,gaasunge.mp4
gate,gate.mp4
gaupe,gaupe.mp4
gave,gave.mp4
gave (fra andre),gave-fra-andre.mp4
gave (til andre),gave-til-andre.mp4
gavl (tak),gavl.mp4
"GB (gigabite, IT)",gb-gigabite-it.mp4
gebiss 1,gebiss-1.mp4
gebiss 2,gebiss-2.mp4
geburtsdag,geburtsdag.mp4
Geilo,geilo.mp4
Geir,geir.mp4
Geiranger,geiranger.mp4
geistlig,geistlig.mp4
geit,geit.mp4
gelatin,gelatin.mp4
gele,gele.mp4
geletopper,geletopper-2.mp4
gen 1,gen-3.mp4
gen 2,gen-4.mp4
gen 3,gen-1.mp4
gen 4,gen-2.mp4
gen 5,gen-5.mp4
general,general.mp4
generalforsamling,generalforsamling.mp4
generalisert angstlidelse,generalisert-angstlidelse.mp4
generalsekretær,generalsekretaer.mp4
generasjon,generasjon.mp4
generell,generell.mp4
geni 1,geni-1.mp4
geni 2,geni-2.mp4
genial 1,genial-1.mp4
genial 2,genial-2.mp4
genmanipulasjon,genmanipulasjon.mp4
genser 1,genser-1.mp4
genser 2,genser-2.mp4
genvariant,genvariant.mp4
geografi,geografi.mp4
geometri,geometri.mp4
geometri (matte),geometri-matte.mp4
geostasjonær,geostasjonaer.mp4
germansk,germansk.mp4
gevær,gevaer.mp4
gevinst,gevinst.mp4
geysir,geysir.mp4
Ghana,ghana.mp4
ghetto,ghetto.mp4
gi,gi.mp4
gi (til meg),gi-til-meg.mp4
gi gass,gi-gass.mp4
gi opp 1,gi-opp-1.mp4
gi opp 2,gi-opp-2.mp4
gi ut (utgi),gi-ut-utgi.mp4
gift (ekteskap) 1,gift-1.mp4
gift (ekteskap) 2,gift-2.mp4
gift/-ig 1,gift-ig.mp4
gift/-ig 2,gift-4.mp4
giftering,giftering.mp4
giftinformasjon,giftinformasjon.mp4
gips,gips.mp4
gips (bandasje),gips-bandasje-2.mp4
gipshøvel,gipshoevel.mp4
gipsplate,gipsplate.mp4
gir,gir-bil.mp4
gir (kjøretøy),gir-kjoeretoey.mp4
girboks,girboks.mp4
giro,giro.mp4
gissel,gissel.mp4
gitar,gitar.mp4
gjær,gjaer.mp4
gjær/-e,gjaer-e.mp4
gjeld,gjeld.mp4
gjeller,gjeller.mp4
gjemme,gjemme.mp4
gjemsel (lek) 1,gjemsel-lek-1.mp4
gjemsel (lek) 2,gjemsel-lek-2.mp4
gjenge,gjenger.mp4
gjengelim,gjengelim.mp4
gjengetapp,gjengetapp.mp4
gjengrodd,gjengrodd.mp4
gjennom,gjennom.mp4
gjennombrudd,gjennombrudd.mp4
gjennomføre,gjennomfoere.mp4
gjennomsiktig,gjennomsiktig.mp4
gjennomsnitt (matte),gjennomsnitt-matte.mp4
gjennomsnittsverdi,gjennomsnittsverdi.mp4
gjenopptakelseskommisjon,gjenopptakelseskommisjon.mp4
gjenstå (stå igjen),gjenstaa-staa-igjen.mp4
gjenta,gjenta.mp4
gjenvinne,gjenvinne.mp4
gjenvinning,gjenvinning.mp4
gjerde,gjerde.mp4
gjerdesag,gjerdesag.mp4
gjerne,gjerne.mp4
gjerrig 1,gjerrig-1.mp4
gjerrig 2,gjerrig-2.mp4
gjespe,gjespe.mp4
gjest (hos andre),gjest-hos-andre.mp4
gjest (hos meg),gjest-hos-meg.mp4
gjette,gjette.mp4
gjødsel 1,gjoedsel.mp4
gjødsel 2,gjodsel-2.mp4
gjøk,gjoek.mp4
gjøre,gjoere.mp4
gjøre noe man liker,holde-paa-med-noe-gjoere-noe-man-liker.mp4
Gjøvik,gjovik.mp4
glad,glad.mp4
glad 2 (også betydningen: å glede seg),glad-2-ogsaa-betydningen-aa-glede-seg.mp4
glad i,glad-i.mp4
glasert (feks grønnsaker),glasert-gronnsaker.mp4
glass (drikkeg-),glass-1.mp4
glass (materiale),glass-2.mp4
glatt,glatt.mp4
glava,glava-1.mp4
glede,glede.mp4
gleder seg,gleder-seg.mp4
glemme 1,glemme-1.mp4
glemme 2,glemme-2.mp4
gli,gli.mp4
glidelås,glidelaas.mp4
glidelås (lukke g-),glidelaas-2.mp4
glidemiddel,glidemiddel.mp4
glipp (å gå glipp av noe),glipp-av.mp4
glitre,glitre.mp4
glo (av ild),glo-av-ild.mp4
globus,globus.mp4
glose,glose.mp4
glukose 1,glukose-1.mp4
glukose 2,glukose-2.mp4
glukose 3,glukose-3.mp4
gnage,gnage.mp4
god dag,god-dag.mp4
god morgen 1,god-morgen-1.mp4
god morgen 2,god-morgen-2.mp4
god natt,god-natt.mp4
god/godt 1,god-godt-1.mp4
god/godt 2,god-godt-2.mp4
god/godt 3,god-godt-3.mp4
godartet,godartet-1.mp4
godkjenne,godkjenne.mp4
godkjent,godkjent-2.mp4
godseier,godseier.mp4
"godt: kose seg med, nyte",godt-kose-seg-med-nyte.mp4
godt: veldig godt,godt-veldig-godt.mp4
godta,godta.mp4
godter 1,godter-1.mp4
godter 2,godter-2.mp4
godtgjørelse,godtgjoerelse.mp4
Gol,gol.mp4
golf,golf.mp4
golfkølle,golfkoelle.mp4
Google 1,google-1.mp4
Google 2,google-2.mp4
Google Drive (skytjeneste),google-drive.mp4
gopro,gopro.mp4
gorilla,gorilla.mp4
Gøteborg,goeteborg.mp4
gøy,goey.mp4
grå 1,graa-1.mp4
grå 2,graa-2.mp4
grå 3,graa.mp4
